sls_ord_num,product_key,customer_key,sls_sales,sls_quantity,sls_price,sls_order_dt,sls_ship_dt,sls_due_dt
SO53334,158,17218,2384,1,2384,25-02-2013,04-03-2013,09-03-2013
SO53334,105,17218,9,1,9,25-02-2013,04-03-2013,09-03-2013
SO53334,295,17218,5,1,5,25-02-2013,04-03-2013,09-03-2013
SO53334,259,17218,2,1,2,25-02-2013,04-03-2013,09-03-2013
SO53334,168,17218,8,1,8,25-02-2013,04-03-2013,09-03-2013
SO53335,160,17715,2384,1,2384,25-02-2013,04-03-2013,09-03-2013
SO53335,105,17715,9,1,9,25-02-2013,04-03-2013,09-03-2013
SO53335,295,17715,5,1,5,25-02-2013,04-03-2013,09-03-2013
SO53335,246,17715,35,1,35,25-02-2013,04-03-2013,09-03-2013
SO53336,129,9152,540,1,540,25-02-2013,04-03-2013,09-03-2013
SO53336,285,9152,21,1,21,25-02-2013,04-03-2013,09-03-2013
SO53336,290,9152,4,1,4,25-02-2013,04-03-2013,09-03-2013
SO53336,279,9152,9,1,9,25-02-2013,04-03-2013,09-03-2013
SO53337,106,945,540,1,540,25-02-2013,04-03-2013,09-03-2013
SO53337,104,945,10,1,10,25-02-2013,04-03-2013,09-03-2013
SO53337,295,945,5,1,5,25-02-2013,04-03-2013,09-03-2013
SO53337,247,945,55,1,55,25-02-2013,04-03-2013,09-03-2013
SO53338,163,13437,2384,1,2384,25-02-2013,04-03-2013,09-03-2013
SO53338,276,13437,54,1,54,25-02-2013,04-03-2013,09-03-2013
SO53339,162,13527,2384,1,2384,25-02-2013,04-03-2013,09-03-2013
SO53339,246,13527,35,1,35,25-02-2013,04-03-2013,09-03-2013
SO53340,130,8411,1120,1,1120,25-02-2013,04-03-2013,09-03-2013
SO53341,131,8531,1120,1,1120,25-02-2013,04-03-2013,09-03-2013
SO53342,134,8430,1120,1,1120,25-02-2013,04-03-2013,09-03-2013
SO53342,244,8430,35,1,35,25-02-2013,04-03-2013,09-03-2013
SO53343,132,3734,1120,1,1120,25-02-2013,04-03-2013,09-03-2013
SO53343,246,3734,35,1,35,25-02-2013,04-03-2013,09-03-2013
SO53344,133,8344,1120,1,1120,25-02-2013,04-03-2013,09-03-2013
SO53344,105,8344,9,1,9,25-02-2013,04-03-2013,09-03-2013
SO53344,295,8344,5,1,5,25-02-2013,04-03-2013,09-03-2013
SO53344,245,8344,35,1,35,25-02-2013,04-03-2013,09-03-2013
SO53345,141,2521,2443,1,2443,26-02-2013,05-03-2013,10-03-2013
SO53345,287,2521,33,1,33,26-02-2013,05-03-2013,10-03-2013
SO53345,290,2521,4,1,4,26-02-2013,05-03-2013,10-03-2013
SO53346,140,7486,2443,1,2443,26-02-2013,05-03-2013,10-03-2013
SO53346,166,7486,9,1,9,26-02-2013,05-03-2013,10-03-2013
SO53346,287,7486,33,1,33,26-02-2013,05-03-2013,10-03-2013
SO53347,139,7261,2443,1,2443,26-02-2013,05-03-2013,10-03-2013
SO53347,295,7261,5,1,5,26-02-2013,05-03-2013,10-03-2013
SO53347,105,7261,9,1,9,26-02-2013,05-03-2013,10-03-2013
SO53348,141,7285,2443,1,2443,26-02-2013,05-03-2013,10-03-2013
SO53348,168,7285,8,1,8,26-02-2013,05-03-2013,10-03-2013
SO53349,142,7298,2443,1,2443,26-02-2013,05-03-2013,10-03-2013
SO53349,244,7298,35,1,35,26-02-2013,05-03-2013,10-03-2013
SO53349,166,7298,9,1,9,26-02-2013,05-03-2013,10-03-2013
SO53349,277,7298,54,1,54,26-02-2013,05-03-2013,10-03-2013
SO53350,124,380,2320,1,2320,26-02-2013,05-03-2013,10-03-2013
SO53350,174,380,22,1,22,26-02-2013,05-03-2013,10-03-2013
SO53350,245,380,35,1,35,26-02-2013,05-03-2013,10-03-2013
SO53351,168,1169,8,1,8,26-02-2013,05-03-2013,10-03-2013
SO53352,283,7288,30,1,30,26-02-2013,05-03-2013,10-03-2013
SO53352,289,7288,5,1,5,26-02-2013,05-03-2013,10-03-2013
SO53352,259,7288,2,1,2,26-02-2013,05-03-2013,10-03-2013
SO53353,285,7896,21,1,21,26-02-2013,05-03-2013,10-03-2013
SO53353,290,7896,4,1,4,26-02-2013,05-03-2013,10-03-2013
SO53353,259,7896,2,1,2,26-02-2013,05-03-2013,10-03-2013
SO53354,295,9317,5,1,5,26-02-2013,05-03-2013,10-03-2013
SO53354,244,9317,35,1,35,26-02-2013,05-03-2013,10-03-2013
SO53355,274,11066,70,1,70,26-02-2013,05-03-2013,10-03-2013
SO53356,287,4807,33,1,33,26-02-2013,05-03-2013,10-03-2013
SO53356,290,4807,4,1,4,26-02-2013,05-03-2013,10-03-2013
SO53356,259,4807,2,1,2,26-02-2013,05-03-2013,10-03-2013
SO53357,248,3228,50,1,50,26-02-2013,05-03-2013,10-03-2013
SO53358,135,6081,1701,1,1701,26-02-2013,05-03-2013,10-03-2013
SO53358,286,6081,25,1,25,26-02-2013,05-03-2013,10-03-2013
SO53358,290,6081,4,1,4,26-02-2013,05-03-2013,10-03-2013
SO53358,259,6081,2,1,2,26-02-2013,05-03-2013,10-03-2013
SO53359,290,201,4,1,4,26-02-2013,05-03-2013,10-03-2013
SO53359,277,201,54,1,54,26-02-2013,05-03-2013,10-03-2013
SO53360,260,2093,120,1,120,26-02-2013,05-03-2013,10-03-2013
SO53361,290,18348,4,1,4,26-02-2013,05-03-2013,10-03-2013
SO53361,246,18348,35,1,35,26-02-2013,05-03-2013,10-03-2013
SO53361,280,18348,9,1,9,26-02-2013,05-03-2013,10-03-2013
SO53362,251,1058,50,1,50,26-02-2013,05-03-2013,10-03-2013
SO53363,285,16562,21,1,21,26-02-2013,05-03-2013,10-03-2013
SO53363,290,16562,4,1,4,26-02-2013,05-03-2013,10-03-2013
SO53363,244,16562,35,1,35,26-02-2013,05-03-2013,10-03-2013
SO53363,234,16562,24,1,24,26-02-2013,05-03-2013,10-03-2013
SO53364,286,17792,25,1,25,26-02-2013,05-03-2013,10-03-2013
SO53364,290,17792,4,1,4,26-02-2013,05-03-2013,10-03-2013
SO53364,259,17792,2,1,2,26-02-2013,05-03-2013,10-03-2013
SO53365,283,12189,30,1,30,26-02-2013,05-03-2013,10-03-2013
SO53365,289,12189,5,1,5,26-02-2013,05-03-2013,10-03-2013
SO53365,245,12189,35,1,35,26-02-2013,05-03-2013,10-03-2013
SO53365,249,12189,50,1,50,26-02-2013,05-03-2013,10-03-2013
SO53366,283,4495,30,1,30,26-02-2013,05-03-2013,10-03-2013
SO53367,283,12300,30,1,30,26-02-2013,05-03-2013,10-03-2013
SO53368,104,10444,10,1,10,26-02-2013,05-03-2013,10-03-2013
SO53368,295,10444,5,1,5,26-02-2013,05-03-2013,10-03-2013
SO53368,245,10444,35,1,35,26-02-2013,05-03-2013,10-03-2013
SO53369,273,8861,70,1,70,26-02-2013,05-03-2013,10-03-2013
SO53369,166,8861,9,1,9,26-02-2013,05-03-2013,10-03-2013
SO53369,277,8861,54,1,54,26-02-2013,05-03-2013,10-03-2013
SO53370,295,6570,5,1,5,26-02-2013,05-03-2013,10-03-2013
SO53370,244,6570,35,1,35,26-02-2013,05-03-2013,10-03-2013
SO53370,233,6570,24,1,24,26-02-2013,05-03-2013,10-03-2013
SO53371,295,6571,5,1,5,26-02-2013,05-03-2013,10-03-2013
SO53371,247,6571,55,1,55,26-02-2013,05-03-2013,10-03-2013
SO53371,166,6571,9,1,9,26-02-2013,05-03-2013,10-03-2013
SO53372,295,712,5,1,5,26-02-2013,05-03-2013,10-03-2013
SO53373,289,18210,5,1,5,26-02-2013,05-03-2013,10-03-2013
SO53373,244,18210,35,1,35,26-02-2013,05-03-2013,10-03-2013
SO53374,289,8727,5,1,5,26-02-2013,05-03-2013,10-03-2013
SO53374,174,8727,22,1,22,26-02-2013,05-03-2013,10-03-2013
SO53375,174,2934,22,1,22,26-02-2013,05-03-2013,10-03-2013
SO53375,244,2934,35,1,35,26-02-2013,05-03-2013,10-03-2013
SO53376,289,1841,5,1,5,26-02-2013,05-03-2013,10-03-2013
SO53376,246,1841,35,1,35,26-02-2013,05-03-2013,10-03-2013
SO53377,287,4687,33,1,33,26-02-2013,05-03-2013,10-03-2013
SO53378,174,7153,22,1,22,26-02-2013,05-03-2013,10-03-2013
SO53378,247,7153,55,1,55,26-02-2013,05-03-2013,10-03-2013
SO53379,289,12640,5,1,5,26-02-2013,05-03-2013,10-03-2013
SO53379,283,12640,30,1,30,26-02-2013,05-03-2013,10-03-2013
SO53379,244,12640,35,1,35,26-02-2013,05-03-2013,10-03-2013
SO53380,166,3837,9,1,9,26-02-2013,05-03-2013,10-03-2013
SO53380,274,3837,70,1,70,26-02-2013,05-03-2013,10-03-2013
SO53381,290,5441,4,1,4,26-02-2013,05-03-2013,10-03-2013
SO53381,286,5441,25,1,25,26-02-2013,05-03-2013,10-03-2013
SO53382,289,9592,5,1,5,26-02-2013,05-03-2013,10-03-2013
SO53382,283,9592,30,1,30,26-02-2013,05-03-2013,10-03-2013
SO53382,245,9592,35,1,35,26-02-2013,05-03-2013,10-03-2013
SO53383,291,6786,5,1,5,26-02-2013,05-03-2013,10-03-2013
SO53383,246,6786,35,1,35,26-02-2013,05-03-2013,10-03-2013
SO53384,285,17754,21,1,21,26-02-2013,05-03-2013,10-03-2013
SO53384,259,17754,2,1,2,26-02-2013,05-03-2013,10-03-2013
SO53385,289,288,5,1,5,26-02-2013,05-03-2013,10-03-2013
SO53385,284,288,35,1,35,26-02-2013,05-03-2013,10-03-2013
SO53385,245,288,35,1,35,26-02-2013,05-03-2013,10-03-2013
SO53385,279,288,9,1,9,26-02-2013,05-03-2013,10-03-2013
SO53386,289,1166,5,1,5,26-02-2013,05-03-2013,10-03-2013
SO53386,284,1166,35,1,35,26-02-2013,05-03-2013,10-03-2013
SO53386,174,1166,22,1,22,26-02-2013,05-03-2013,10-03-2013
SO53386,279,1166,9,1,9,26-02-2013,05-03-2013,10-03-2013
SO53387,174,2321,22,1,22,26-02-2013,05-03-2013,10-03-2013
SO53388,138,5880,1701,1,1701,26-02-2013,05-03-2013,10-03-2013
SO53388,286,5880,25,1,25,26-02-2013,05-03-2013,10-03-2013
SO53388,259,5880,2,1,2,26-02-2013,05-03-2013,10-03-2013
SO53389,117,2856,769,1,769,26-02-2013,05-03-2013,10-03-2013
SO53389,272,2856,70,1,70,26-02-2013,05-03-2013,10-03-2013
SO53389,250,2856,50,1,50,26-02-2013,05-03-2013,10-03-2013
SO53389,234,2856,24,1,24,26-02-2013,05-03-2013,10-03-2013
SO53390,166,13345,9,1,9,26-02-2013,05-03-2013,10-03-2013
SO53390,145,13345,742,1,742,26-02-2013,05-03-2013,10-03-2013
SO53391,151,13276,742,1,742,26-02-2013,05-03-2013,10-03-2013
SO53391,246,13276,35,1,35,26-02-2013,05-03-2013,10-03-2013
SO53391,278,13276,54,1,54,26-02-2013,05-03-2013,10-03-2013
SO53392,120,462,2295,1,2295,26-02-2013,05-03-2013,10-03-2013
SO53393,164,18166,2384,1,2384,26-02-2013,05-03-2013,10-03-2013
SO53393,295,18166,5,1,5,26-02-2013,05-03-2013,10-03-2013
SO53393,105,18166,9,1,9,26-02-2013,05-03-2013,10-03-2013
SO53393,166,18166,9,1,9,26-02-2013,05-03-2013,10-03-2013
SO53394,127,5225,540,1,540,26-02-2013,05-03-2013,10-03-2013
SO53394,295,5225,5,1,5,26-02-2013,05-03-2013,10-03-2013
SO53394,105,5225,9,1,9,26-02-2013,05-03-2013,10-03-2013
SO53394,259,5225,2,1,2,26-02-2013,05-03-2013,10-03-2013
SO53395,131,8407,1120,1,1120,26-02-2013,05-03-2013,10-03-2013
SO53395,105,8407,9,1,9,26-02-2013,05-03-2013,10-03-2013
SO53395,295,8407,5,1,5,26-02-2013,05-03-2013,10-03-2013
SO53395,275,8407,54,1,54,26-02-2013,05-03-2013,10-03-2013
SO53396,133,16127,1120,1,1120,26-02-2013,05-03-2013,10-03-2013
SO53396,245,16127,35,1,35,26-02-2013,05-03-2013,10-03-2013
SO53397,127,14704,540,1,540,26-02-2013,05-03-2013,10-03-2013
SO53397,105,14704,9,1,9,26-02-2013,05-03-2013,10-03-2013
SO53397,295,14704,5,1,5,26-02-2013,05-03-2013,10-03-2013
SO53397,275,14704,54,1,54,26-02-2013,05-03-2013,10-03-2013
SO53398,134,12414,1120,1,1120,27-02-2013,06-03-2013,11-03-2013
SO53398,277,12414,54,1,54,27-02-2013,06-03-2013,11-03-2013
SO53399,122,344,2295,1,2295,27-02-2013,06-03-2013,11-03-2013
SO53399,246,344,35,1,35,27-02-2013,06-03-2013,11-03-2013
SO53399,248,344,50,1,50,27-02-2013,06-03-2013,11-03-2013
SO53400,295,974,5,1,5,27-02-2013,06-03-2013,11-03-2013
SO53400,105,974,9,1,9,27-02-2013,06-03-2013,11-03-2013
SO53401,168,880,8,1,8,27-02-2013,06-03-2013,11-03-2013
SO53402,250,986,50,1,50,27-02-2013,06-03-2013,11-03-2013
SO53403,289,3062,5,1,5,27-02-2013,06-03-2013,11-03-2013
SO53403,282,3062,25,1,25,27-02-2013,06-03-2013,11-03-2013
SO53403,259,3062,2,1,2,27-02-2013,06-03-2013,11-03-2013
SO53404,286,3127,25,1,25,27-02-2013,06-03-2013,11-03-2013
SO53404,290,3127,4,1,4,27-02-2013,06-03-2013,11-03-2013
SO53404,246,3127,35,1,35,27-02-2013,06-03-2013,11-03-2013
SO53405,286,7257,25,1,25,27-02-2013,06-03-2013,11-03-2013
SO53405,290,7257,4,1,4,27-02-2013,06-03-2013,11-03-2013
SO53405,246,7257,35,1,35,27-02-2013,06-03-2013,11-03-2013
SO53406,284,10963,35,1,35,27-02-2013,06-03-2013,11-03-2013
SO53407,289,13595,5,1,5,27-02-2013,06-03-2013,11-03-2013
SO53407,246,13595,35,1,35,27-02-2013,06-03-2013,11-03-2013
SO53408,284,11214,35,1,35,27-02-2013,06-03-2013,11-03-2013
SO53408,174,11214,22,1,22,27-02-2013,06-03-2013,11-03-2013
SO53408,259,11214,2,1,2,27-02-2013,06-03-2013,11-03-2013
SO53409,104,4607,10,1,10,27-02-2013,06-03-2013,11-03-2013
SO53409,295,4607,5,1,5,27-02-2013,06-03-2013,11-03-2013
SO53409,166,4607,9,1,9,27-02-2013,06-03-2013,11-03-2013
SO53409,276,4607,54,1,54,27-02-2013,06-03-2013,11-03-2013
SO53410,104,753,10,1,10,27-02-2013,06-03-2013,11-03-2013
SO53410,295,753,5,1,5,27-02-2013,06-03-2013,11-03-2013
SO53410,277,753,54,1,54,27-02-2013,06-03-2013,11-03-2013
SO53410,166,753,9,1,9,27-02-2013,06-03-2013,11-03-2013
SO53411,290,14027,4,1,4,27-02-2013,06-03-2013,11-03-2013
SO53411,259,14027,2,1,2,27-02-2013,06-03-2013,11-03-2013
SO53412,246,6351,35,1,35,27-02-2013,06-03-2013,11-03-2013
SO53413,141,15400,2443,1,2443,27-02-2013,06-03-2013,11-03-2013
SO53413,290,15400,4,1,4,27-02-2013,06-03-2013,11-03-2013
SO53413,287,15400,33,1,33,27-02-2013,06-03-2013,11-03-2013
SO53413,293,15400,64,1,64,27-02-2013,06-03-2013,11-03-2013
SO53414,286,263,25,1,25,27-02-2013,06-03-2013,11-03-2013
SO53414,249,263,50,1,50,27-02-2013,06-03-2013,11-03-2013
SO53415,285,16566,21,1,21,27-02-2013,06-03-2013,11-03-2013
SO53415,290,16566,4,1,4,27-02-2013,06-03-2013,11-03-2013
SO53415,168,16566,8,1,8,27-02-2013,06-03-2013,11-03-2013
SO53416,289,12578,5,1,5,27-02-2013,06-03-2013,11-03-2013
SO53416,283,12578,30,1,30,27-02-2013,06-03-2013,11-03-2013
SO53416,244,12578,35,1,35,27-02-2013,06-03-2013,11-03-2013
SO53416,234,12578,24,1,24,27-02-2013,06-03-2013,11-03-2013
SO53417,104,12275,10,1,10,27-02-2013,06-03-2013,11-03-2013
SO53417,295,12275,5,1,5,27-02-2013,06-03-2013,11-03-2013
SO53417,246,12275,35,1,35,27-02-2013,06-03-2013,11-03-2013
SO53418,274,4875,70,1,70,27-02-2013,06-03-2013,11-03-2013
SO53419,274,5244,70,1,70,27-02-2013,06-03-2013,11-03-2013
SO53420,295,14257,5,1,5,27-02-2013,06-03-2013,11-03-2013
SO53420,247,14257,55,1,55,27-02-2013,06-03-2013,11-03-2013
SO53420,168,14257,8,1,8,27-02-2013,06-03-2013,11-03-2013
SO53421,295,7761,5,1,5,27-02-2013,06-03-2013,11-03-2013
SO53421,251,7761,50,1,50,27-02-2013,06-03-2013,11-03-2013
SO53422,289,4941,5,1,5,27-02-2013,06-03-2013,11-03-2013
SO53422,259,4941,2,1,2,27-02-2013,06-03-2013,11-03-2013
SO53423,295,18231,5,1,5,27-02-2013,06-03-2013,11-03-2013
SO53424,289,11020,5,1,5,27-02-2013,06-03-2013,11-03-2013
SO53424,259,11020,2,1,2,27-02-2013,06-03-2013,11-03-2013
SO53425,289,4276,5,1,5,27-02-2013,06-03-2013,11-03-2013
SO53425,279,4276,9,1,9,27-02-2013,06-03-2013,11-03-2013
SO53426,174,9105,22,1,22,27-02-2013,06-03-2013,11-03-2013
SO53426,104,9105,10,1,10,27-02-2013,06-03-2013,11-03-2013
SO53426,295,9105,5,1,5,27-02-2013,06-03-2013,11-03-2013
SO53426,259,9105,2,1,2,27-02-2013,06-03-2013,11-03-2013
SO53427,290,6993,4,1,4,27-02-2013,06-03-2013,11-03-2013
SO53427,286,6993,25,1,25,27-02-2013,06-03-2013,11-03-2013
SO53427,259,6993,2,1,2,27-02-2013,06-03-2013,11-03-2013
SO53428,286,7023,25,1,25,27-02-2013,06-03-2013,11-03-2013
SO53428,290,7023,4,1,4,27-02-2013,06-03-2013,11-03-2013
SO53428,244,7023,35,1,35,27-02-2013,06-03-2013,11-03-2013
SO53429,295,14784,5,1,5,27-02-2013,06-03-2013,11-03-2013
SO53430,286,5396,25,1,25,27-02-2013,06-03-2013,11-03-2013
SO53430,290,5396,4,1,4,27-02-2013,06-03-2013,11-03-2013
SO53430,245,5396,35,1,35,27-02-2013,06-03-2013,11-03-2013
SO53431,285,8349,21,1,21,27-02-2013,06-03-2013,11-03-2013
SO53432,291,13714,5,1,5,27-02-2013,06-03-2013,11-03-2013
SO53432,259,13714,2,1,2,27-02-2013,06-03-2013,11-03-2013
SO53433,295,1724,5,1,5,27-02-2013,06-03-2013,11-03-2013
SO53433,104,1724,10,1,10,27-02-2013,06-03-2013,11-03-2013
SO53433,276,1724,54,1,54,27-02-2013,06-03-2013,11-03-2013
SO53434,174,3267,22,1,22,27-02-2013,06-03-2013,11-03-2013
SO53434,244,3267,35,1,35,27-02-2013,06-03-2013,11-03-2013
SO53435,135,5812,1701,1,1701,27-02-2013,06-03-2013,11-03-2013
SO53436,107,4571,540,1,540,27-02-2013,06-03-2013,11-03-2013
SO53436,174,4571,22,1,22,27-02-2013,06-03-2013,11-03-2013
SO53437,119,2878,769,1,769,27-02-2013,06-03-2013,11-03-2013
SO53437,272,2878,70,1,70,27-02-2013,06-03-2013,11-03-2013
SO53437,166,2878,9,1,9,27-02-2013,06-03-2013,11-03-2013
SO53438,122,1070,2295,1,2295,27-02-2013,06-03-2013,11-03-2013
SO53438,174,1070,22,1,22,27-02-2013,06-03-2013,11-03-2013
SO53438,259,1070,2,1,2,27-02-2013,06-03-2013,11-03-2013
SO53439,138,3011,1701,1,1701,27-02-2013,06-03-2013,11-03-2013
SO53439,246,3011,35,1,35,27-02-2013,06-03-2013,11-03-2013
SO53439,275,3011,54,1,54,27-02-2013,06-03-2013,11-03-2013
SO53440,128,9417,540,1,540,27-02-2013,06-03-2013,11-03-2013
SO53441,128,16747,540,1,540,27-02-2013,06-03-2013,11-03-2013
SO53441,290,16747,4,1,4,27-02-2013,06-03-2013,11-03-2013
SO53441,285,16747,21,1,21,27-02-2013,06-03-2013,11-03-2013
SO53441,293,16747,64,1,64,27-02-2013,06-03-2013,11-03-2013
SO53442,106,4791,540,1,540,27-02-2013,06-03-2013,11-03-2013
SO53442,174,4791,22,1,22,27-02-2013,06-03-2013,11-03-2013
SO53442,244,4791,35,1,35,27-02-2013,06-03-2013,11-03-2013
SO53443,145,5104,742,1,742,27-02-2013,06-03-2013,11-03-2013
SO53443,251,5104,50,1,50,27-02-2013,06-03-2013,11-03-2013
SO53444,149,15323,742,1,742,27-02-2013,06-03-2013,11-03-2013
SO53444,292,15323,64,1,64,27-02-2013,06-03-2013,11-03-2013
SO53444,246,15323,35,1,35,27-02-2013,06-03-2013,11-03-2013
SO53445,160,13528,2384,1,2384,27-02-2013,06-03-2013,11-03-2013
SO53445,245,13528,35,1,35,27-02-2013,06-03-2013,11-03-2013
SO53446,128,10611,540,1,540,27-02-2013,06-03-2013,11-03-2013
SO53446,166,10611,9,1,9,27-02-2013,06-03-2013,11-03-2013
SO53447,133,8397,1120,1,1120,27-02-2013,06-03-2013,11-03-2013
SO53447,105,8397,9,1,9,27-02-2013,06-03-2013,11-03-2013
SO53447,295,8397,5,1,5,27-02-2013,06-03-2013,11-03-2013
SO53447,244,8397,35,1,35,27-02-2013,06-03-2013,11-03-2013
SO53448,129,2256,540,1,540,27-02-2013,06-03-2013,11-03-2013
SO53448,105,2256,9,1,9,27-02-2013,06-03-2013,11-03-2013
SO53448,295,2256,5,1,5,27-02-2013,06-03-2013,11-03-2013
SO53448,244,2256,35,1,35,27-02-2013,06-03-2013,11-03-2013
SO53449,160,3208,2384,1,2384,27-02-2013,06-03-2013,11-03-2013
SO53449,245,3208,35,1,35,27-02-2013,06-03-2013,11-03-2013
SO53626,168,499,8,1,8,28-02-2013,07-03-2013,12-03-2013
SO53627,290,5627,4,1,4,28-02-2013,07-03-2013,12-03-2013
SO53627,287,5627,33,1,33,28-02-2013,07-03-2013,12-03-2013
SO53628,120,606,2295,1,2295,28-02-2013,07-03-2013,12-03-2013
SO53629,259,219,2,1,2,28-02-2013,07-03-2013,12-03-2013
SO53630,291,17268,5,1,5,28-02-2013,07-03-2013,12-03-2013
SO53630,233,17268,24,1,24,28-02-2013,07-03-2013,12-03-2013
SO53630,246,17268,35,1,35,28-02-2013,07-03-2013,12-03-2013
SO53631,282,1108,25,1,25,28-02-2013,07-03-2013,12-03-2013
SO53631,289,1108,5,1,5,28-02-2013,07-03-2013,12-03-2013
SO53631,259,1108,2,1,2,28-02-2013,07-03-2013,12-03-2013
SO53632,287,332,33,1,33,28-02-2013,07-03-2013,12-03-2013
SO53632,290,332,4,1,4,28-02-2013,07-03-2013,12-03-2013
SO53632,247,332,55,1,55,28-02-2013,07-03-2013,12-03-2013
SO53632,168,332,8,1,8,28-02-2013,07-03-2013,12-03-2013
SO53633,283,12474,30,1,30,28-02-2013,07-03-2013,12-03-2013
SO53633,289,12474,5,1,5,28-02-2013,07-03-2013,12-03-2013
SO53633,246,12474,35,1,35,28-02-2013,07-03-2013,12-03-2013
SO53633,275,12474,54,1,54,28-02-2013,07-03-2013,12-03-2013
SO53633,166,12474,9,1,9,28-02-2013,07-03-2013,12-03-2013
SO53634,287,5965,33,1,33,28-02-2013,07-03-2013,12-03-2013
SO53634,290,5965,4,1,4,28-02-2013,07-03-2013,12-03-2013
SO53634,246,5965,35,1,35,28-02-2013,07-03-2013,12-03-2013
SO53635,282,6027,25,1,25,28-02-2013,07-03-2013,12-03-2013
SO53635,289,6027,5,1,5,28-02-2013,07-03-2013,12-03-2013
SO53635,245,6027,35,1,35,28-02-2013,07-03-2013,12-03-2013
SO53636,283,12355,30,1,30,28-02-2013,07-03-2013,12-03-2013
SO53636,289,12355,5,1,5,28-02-2013,07-03-2013,12-03-2013
SO53636,244,12355,35,1,35,28-02-2013,07-03-2013,12-03-2013
SO53637,104,10446,10,1,10,28-02-2013,07-03-2013,12-03-2013
SO53637,295,10446,5,1,5,28-02-2013,07-03-2013,12-03-2013
SO53637,244,10446,35,1,35,28-02-2013,07-03-2013,12-03-2013
SO53637,294,10446,64,1,64,28-02-2013,07-03-2013,12-03-2013
SO53638,272,8729,70,1,70,28-02-2013,07-03-2013,12-03-2013
SO53638,248,8729,50,1,50,28-02-2013,07-03-2013,12-03-2013
SO53639,272,8748,70,1,70,28-02-2013,07-03-2013,12-03-2013
SO53639,276,8748,54,1,54,28-02-2013,07-03-2013,12-03-2013
SO53639,233,8748,24,1,24,28-02-2013,07-03-2013,12-03-2013
SO53640,272,9498,70,1,70,28-02-2013,07-03-2013,12-03-2013
SO53641,274,7817,70,1,70,28-02-2013,07-03-2013,12-03-2013
SO53641,277,7817,54,1,54,28-02-2013,07-03-2013,12-03-2013
SO53641,235,7817,24,1,24,28-02-2013,07-03-2013,12-03-2013
SO53642,295,5382,5,1,5,28-02-2013,07-03-2013,12-03-2013
SO53643,295,5747,5,1,5,28-02-2013,07-03-2013,12-03-2013
SO53643,235,5747,24,1,24,28-02-2013,07-03-2013,12-03-2013
SO53643,245,5747,35,1,35,28-02-2013,07-03-2013,12-03-2013
SO53644,289,17081,5,1,5,28-02-2013,07-03-2013,12-03-2013
SO53644,244,17081,35,1,35,28-02-2013,07-03-2013,12-03-2013
SO53645,276,15366,54,1,54,28-02-2013,07-03-2013,12-03-2013
SO53645,166,15366,9,1,9,28-02-2013,07-03-2013,12-03-2013
SO53646,290,17878,4,1,4,28-02-2013,07-03-2013,12-03-2013
SO53646,280,17878,9,1,9,28-02-2013,07-03-2013,12-03-2013
SO53647,291,378,5,1,5,28-02-2013,07-03-2013,12-03-2013
SO53647,288,378,29,1,29,28-02-2013,07-03-2013,12-03-2013
SO53647,248,378,50,1,50,28-02-2013,07-03-2013,12-03-2013
SO53648,291,4672,5,1,5,28-02-2013,07-03-2013,12-03-2013
SO53648,259,4672,2,1,2,28-02-2013,07-03-2013,12-03-2013
SO53649,174,2364,22,1,22,28-02-2013,07-03-2013,12-03-2013
SO53649,251,2364,50,1,50,28-02-2013,07-03-2013,12-03-2013
SO53650,136,9667,1701,1,1701,28-02-2013,07-03-2013,12-03-2013
SO53650,105,9667,9,1,9,28-02-2013,07-03-2013,12-03-2013
SO53650,295,9667,5,1,5,28-02-2013,07-03-2013,12-03-2013
SO53651,120,1103,2295,1,2295,28-02-2013,07-03-2013,12-03-2013
SO53651,174,1103,22,1,22,28-02-2013,07-03-2013,12-03-2013
SO53651,168,1103,8,1,8,28-02-2013,07-03-2013,12-03-2013
SO53652,148,16802,742,1,742,28-02-2013,07-03-2013,12-03-2013
SO53652,244,16802,35,1,35,28-02-2013,07-03-2013,12-03-2013
SO53653,142,7693,2443,1,2443,28-02-2013,07-03-2013,12-03-2013
SO53653,105,7693,9,1,9,28-02-2013,07-03-2013,12-03-2013
SO53653,295,7693,5,1,5,28-02-2013,07-03-2013,12-03-2013
SO53654,135,7724,1701,1,1701,28-02-2013,07-03-2013,12-03-2013
SO53655,126,9813,540,1,540,28-02-2013,07-03-2013,12-03-2013
SO53655,105,9813,9,1,9,28-02-2013,07-03-2013,12-03-2013
SO53656,124,909,2320,1,2320,28-02-2013,07-03-2013,12-03-2013
SO53657,154,14149,1215,1,1215,28-02-2013,07-03-2013,12-03-2013
SO53657,246,14149,35,1,35,28-02-2013,07-03-2013,12-03-2013
SO53658,127,10748,540,1,540,28-02-2013,07-03-2013,12-03-2013
SO53659,133,3735,1120,1,1120,28-02-2013,07-03-2013,12-03-2013
SO53659,244,3735,35,1,35,28-02-2013,07-03-2013,12-03-2013
SO53660,132,8725,1120,1,1120,28-02-2013,07-03-2013,12-03-2013
SO53660,246,8725,35,1,35,28-02-2013,07-03-2013,12-03-2013
SO53661,161,14682,2384,1,2384,28-02-2013,07-03-2013,12-03-2013
SO53661,295,14682,5,1,5,28-02-2013,07-03-2013,12-03-2013
SO53661,105,14682,9,1,9,28-02-2013,07-03-2013,12-03-2013
